SKU,LOCATION,ON_HAND,AS_IS,MIN_STOCK,UNIT_COST
OCPCK,Warehouse,0,0,0,90.00
OCPF,Warehouse,0,0,0,75.00
OCPT,Warehouse,0,0,0,60.00
OSKSSW,Warehouse,0,0,0,120.00
OSZP,Warehouse,0,0,0,30.00
SPLQ,West LA,1,1,0,65.00
SPLQ,La Brea,1,1,0,65.00
SPLQ,Studio City,1,1,0,65.00
SPLQ,Warehouse,3,0,0,65.00
SPLS,West LA,0,0,0,60.00
SPLS,La Brea,1,1,0,60.00
SPLS,Studio City,1,1,0,60.00
SPLS,Warehouse,4,0,0,60.00
WCKMT,Warehouse,0,0,0,150.00
WQMT,Warehouse,0,0,0,140.00
CK-CSHEET,Warehouse,1,0,0,120.00
CK-SEREN-ALLDUN,Koreatown,1,1,0,1745.00
K-CMP,Warehouse,1,0,0,110.00
K-MOS10,Warehouse,2,0,0,1695.00
K-WMP,Warehouse,1,0,0,175.00
Q-BR1,Warehouse,2,1,0,65.00
Q-F-DUNLOP,Warehouse,2,2,0,0.00
Q-LWP,Warehouse,2,2,0,70.00
Q-M-DUNLOP,Warehouse,1,1,0,0.00
Q-MDATFOUN9,Warehouse,3,1,0,315.00
Q-OSM25D5T10,Koreatown,2,2,0,1545.00
Q-SEREN-ALLDUN,Warehouse,1,1,0,1395.00
Q-SR-PLTBD,Warehouse,1,1,0,350.00
Q-SRCP,Warehouse,3,3,0,55.00
Q-SRSSP,Warehouse,2,2,0,55.00
Q-SWT,Warehouse,2,1,0,395.00
Q-TPKC,Warehouse,2,2,0,100.00
SCAK-M-TALALAY,Koreatown,1,1,0,0.00
SCAK-S-DUNLOP,Koreatown,4,4,0,0.00
SCAK-S-TALALAY,Koreatown,1,1,0,0.00
SQ-F-DUNLOP,Warehouse,2,0,0,0.00
SQ-F-TALALAY,Koreatown,2,2,0,0.00
SQ-F-TALALAY,Warehouse,1,0,0,0.00
SQ-M-DUNLOP,Warehouse,2,0,0,0.00
SQ-M-TALALAY,Warehouse,1,0,0,0.00
TL-CMP,Warehouse,1,0,0,65.00
TL-NTFOUN9,Koreatown,4,0,0,195.00
TL-OSM10,Koreatown,1,0,0,1145.00
TL-OSM10,Warehouse,1,0,0,1145.00
TL-OSM2D1T10,Koreatown,1,1,0,975.00
TXL-F-DUNLOP,Warehouse,1,0,0,0.00
TXL-F-TALALAY,Koreatown,2,2,0,0.00
TXL-M-DUNLOP,Koreatown,1,1,0,0.00
TXL-OSM2D1T10,Koreatown,1,1,0,975.00
TXL-OSMPT4T,Koreatown,1,1,0,1645.00
TXL-S-DUNLOP,Koreatown,7,4,0,0.00
TXL-S-DUNLOP,Warehouse,1,0,0,0.00
TXL-S-TALALAY,Koreatown,2,2,0,0.00
TXL-S-TALALAY,Warehouse,1,0,0,0.00
63017740,Warehouse,1,1,0,565.00
S40103,Koreatown,2,0,0,0.00
SEALYBOX-STD-Q,Warehouse,1,1,0,145.00
SEALYBOX-STD-TXL,Warehouse,1,0,0,112.00
500826619-7550,Koreatown,1,1,0,400.00
4000941-1070,Warehouse,1,1,0,600.00
999220-5010,West LA,1,1,0,80.00
999220-5010,Studio City,1,1,0,80.00
25SBCOBEF_FP-3975,La Brea,1,0,0,200.00
25SBCOBEF_FP-3975,Warehouse,0,0,0,200.00
25SBCOBEF_FP-5475,Warehouse,0,0,0,273.00
25SBCOBEF_FP-6080,Koreatown,0,0,0,278.00
25SBCOBEF_FP-6080,La Brea,0,0,0,278.00
25SBCOBEF_FP-6080,Warehouse,1,0,0,278.00
25SBCOBEF_FP-7284,Warehouse,0,0,0,341.00
25SBCOBEF_FP-7680,Warehouse,0,0,0,341.00
25SBCOBET-5475,Warehouse,0,0,0,273.00
25SBCOBET_FP-5475,Warehouse,0,0,0,273.00
25SBCOBET_FP-6080,Koreatown,0,0,0,278.00
25SBCOBET_FP-6080,West LA,0,0,0,278.00
25SBCOBET_FP-6080,Studio City,0,0,0,278.00
25SBCOBET_FP-6080,Warehouse,0,0,0,278.00
25SBCOBET_FP-7284,Warehouse,0,0,0,341.00
25SBCOBET_FP-7680,Warehouse,0,0,0,341.00
25SBCOBF_FP-3975,Warehouse,4,1,0,200.00
25SBCOBF_FP-3980,Warehouse,0,0,0,210.00
25SBCOBF_FP-5475,Warehouse,2,1,0,273.00
25SBCOBF_FP-6080,Koreatown,0,0,0,278.00
25SBCOBF_FP-6080,West LA,0,0,0,278.00
25SBCOBF_FP-6080,La Brea,1,1,0,278.00
25SBCOBF_FP-6080,Studio City,0,0,0,278.00
25SBCOBF_FP-6080,Warehouse,0,0,0,278.00
25SBCOBF_FP-7284,Warehouse,1,0,0,341.00
25SBCOBF_FP-7680,Warehouse,0,0,0,341.00
25SBCOBM-6080,West LA,1,1,0,265.00
25SBCOBM-6080,La Brea,1,1,0,265.00
25SBCOBM-6080,Studio City,0,0,0,265.00
25SBCOBM-6080,Warehouse,0,0,0,265.00
25SBCOBM_FP-3975,Warehouse,2,0,0,200.00
25SBCOBM_FP-3980,Warehouse,0,0,0,210.00
25SBCOBM_FP-5475,Warehouse,1,0,0,273.00
25SBCOBM_FP-6080,West LA,0,0,0,278.00
25SBCOBM_FP-6080,La Brea,0,0,0,278.00
25SBCOBM_FP-6080,Studio City,1,1,0,278.00
25SBCOBM_FP-6080,Warehouse,2,1,0,278.00
25SBCOBM_FP-7284,Warehouse,2,1,0,341.00
25SBCOBM_FP-7680,Koreatown,1,1,0,341.00
25SBCOBM_FP-7680,Warehouse,2,0,0,341.00
AC-2INCASTER-4PACK,Warehouse,0,0,0,12.00
AC-HS-2INLEG-4PACK,Warehouse,2,0,0,15.00
AC-HS980074-HB-BRKT,Warehouse,0,0,0,35.00
AC-LM-RF-ZG26-WHT,Koreatown,1,1,0,45.00
AC-LM-RF-ZG26-WHT,Warehouse,0,0,0,45.00
IMC26HF0SBLK-3080,Warehouse,0,0,0,530.00
IMC26HF0SBLK-3684,Warehouse,1,0,0,504.00
IMC26HF0SBLK-3974,Warehouse,0,0,0,504.00
IMC26HF0SBLK-3980,Warehouse,0,0,0,494.00
IMC26HF0SBLK-5474,Warehouse,0,0,0,541.00
IMC26HF0SBLK-5480,Warehouse,0,0,0,541.00
IMC26HF0SBLK-6080,Koreatown,1,1,0,530.00
IMC26HF0SBLK-6080,West LA,0,0,0,530.00
IMC26HF0SBLK-6080,La Brea,1,1,0,530.00
IMC26HF0SBLK-6080,Studio City,1,1,0,530.00
IMC26HF0SBLK-6080,Warehouse,0,0,0,530.00
IMC26HF0SBLK-7284,Warehouse,2,2,0,682.00
IMC26HF0SBLK-7680,Koreatown,0,0,0,662.00
IMC26HF0SBLK-7680,La Brea,0,0,0,662.00
IMC26HF0SBLK-7680,Warehouse,1,1,0,662.00
IMC94WH2BLK-6080,La Brea,1,1,0,700.00
IMC94WH2BLK-6080,Warehouse,0,0,0,700.00
IMC94WH2SBLK-3684,Warehouse,0,0,0,679.00
IMC94WH2SBLK-3974,Warehouse,0,0,0,595.00
IMC94WH2SBLK-3980,Koreatown,2,2,0,663.00
IMC94WH2SBLK-3980,Warehouse,2,0,0,663.00
OVATION,Warehouse,0,0,0,250.00
SOUTHPROTOTYPE,Koreatown,0,0,0,200.00
SOUTHPROTOTYPE,La Brea,0,0,0,200.00
SOUTHPROTOTYPE,Warehouse,0,0,0,200.00
Z0LAPE2ET1-3684,Warehouse,0,0,0,222.00
Z0LAPE2ET1-3974,Koreatown,0,0,0,206.00
Z0LAPE2ET1-3974,Warehouse,0,0,0,206.00
Z0LAPE2ET1-3980,Warehouse,0,0,0,222.00
Z0LAPE2ET1-5474,Koreatown,0,0,0,258.00
Z0LAPE2ET1-5474,Warehouse,0,0,0,258.00
Z0LAPE2ET1-5480XL,Warehouse,2,2,0,265.00
Z0LAPE2ET1-6080,Koreatown,0,0,0,265.00
Z0LAPE2ET1-6080,West LA,0,0,0,265.00
Z0LAPE2ET1-6080,La Brea,0,0,0,265.00
Z0LAPE2ET1-6080,Studio City,0,0,0,265.00
Z0LAPE2ET1-6080,Warehouse,0,0,0,265.00
Z0LAPE2ET1-7284,Koreatown,0,0,0,360.00
Z0LAPE2ET1-7284,Warehouse,0,0,0,360.00
Z0LAPE2ET1-7680,Koreatown,0,0,0,360.00
Z0LAPE2ET1-7680,Warehouse,1,1,0,360.00
Z0LAPE2FT1-3974,Koreatown,0,0,0,206.00
Z0LAPE2FT1-3974,Warehouse,2,2,0,206.00
Z0LAPE2FT1-3980,Warehouse,0,0,0,222.00
Z0LAPE2FT1-5474,Warehouse,2,2,0,258.00
Z0LAPE2FT1-5480XL,Warehouse,1,0,0,265.00
Z0LAPE2FT1-6080,Koreatown,0,0,0,265.00
Z0LAPE2FT1-6080,West LA,1,1,0,265.00
Z0LAPE2FT1-6080,La Brea,0,0,0,265.00
Z0LAPE2FT1-6080,Studio City,0,0,0,265.00
Z0LAPE2FT1-6080,Warehouse,2,2,0,265.00
Z0LAPE2FT1-7284,Warehouse,2,2,0,360.00
Z0LAPE2FT1-7680,Koreatown,0,0,0,360.00
Z0LAPE2FT1-7680,Warehouse,2,2,0,360.00
Z0SGTT1PT1-6080,Warehouse,0,0,0,863.00
Z0WBBXX1W4-3080,Warehouse,0,0,0,71.00
Z0WBBXX1W4-3684,Warehouse,0,0,0,71.00
Z0WBBXX1W4-3974,Koreatown,0,0,0,69.00
Z0WBBXX1W4-3974,Warehouse,1,1,0,69.00
Z0WBBXX1W4-3980,Warehouse,0,0,0,71.00
Z0WBBXX1W4-5475,Warehouse,0,0,0,79.00
Z0WBBXX1W4-5480,Warehouse,0,0,0,87.00
Z0WBBXX1W4-6080,Koreatown,0,0,0,87.00
Z0WBBXX1W4-6080,West LA,0,0,0,87.00
Z0WBBXX1W4-6080,Warehouse,0,0,0,87.00
Z0WBBXX1W9-3080,Koreatown,0,0,0,71.00
Z0WBBXX1W9-3080,Warehouse,2,0,0,71.00
Z0WBBXX1W9-3684,Koreatown,0,0,0,71.00
Z0WBBXX1W9-3684,Warehouse,0,0,0,71.00
Z0WBBXX1W9-3974,La Brea,0,0,0,69.00
Z0WBBXX1W9-3974,Warehouse,0,0,0,69.00
Z0WBBXX1W9-3980,Koreatown,0,0,0,71.00
Z0WBBXX1W9-3980,West LA,0,0,0,71.00
Z0WBBXX1W9-3980,Warehouse,0,0,0,71.00
Z0WBBXX1W9-5474,Koreatown,0,0,0,79.00
Z0WBBXX1W9-5474,Warehouse,0,0,0,79.00
Z0WBBXX1W9-5480,Warehouse,0,0,0,87.00
Z0WBBXX1W9-6080,Koreatown,0,0,0,87.00
Z0WBBXX1W9-6080,West LA,1,1,0,87.00
Z0WBBXX1W9-6080,La Brea,0,0,0,87.00
Z0WBBXX1W9-6080,Studio City,0,0,0,87.00
Z0WBBXX1W9-6080,Warehouse,0,0,0,87.00
Z1ENGR1PP1-1824,Koreatown,1,0,0,0.00
Z1ENGR1PP1-1824,Warehouse,0,0,0,0.00
Z2SAAY4PB1-3684,Warehouse,0,0,0,770.00
Z2SAAY4PB1-3974,Warehouse,0,0,0,757.00
Z2SAAY4PB1-3980,Warehouse,0,0,0,770.00
Z2SAAY4PB1-5474,Warehouse,0,0,0,947.00
Z2SAAY4PB1-6080,Koreatown,0,0,0,980.00
Z2SAAY4PB1-6080,La Brea,0,0,0,980.00
Z2SAAY4PB1-6080,Warehouse,0,0,0,980.00
Z2SAAY4PB1-7284,Warehouse,0,0,0,1191.00
Z2SAAY4PB1-7680,Warehouse,0,0,0,1191.00
Z2SACC4PE1-6080,Warehouse,0,0,0,904.00
Z2SASM4FE1-3974,Warehouse,0,0,0,757.00
Z2SASM4FE1-3980,Warehouse,0,0,0,770.00
Z2SASM4FE1-5474,Warehouse,0,0,0,947.00
Z2SASM4FE1-6080,Koreatown,0,0,0,980.00
Z2SASM4FE1-6080,West LA,0,0,0,980.00
Z2SASM4FE1-6080,La Brea,0,0,0,980.00
Z2SASM4FE1-6080,Studio City,0,0,0,980.00
Z2SASM4FE1-6080,Warehouse,0,0,0,980.00
Z2SASM4FE1-7284,Warehouse,0,0,0,1191.00
Z2SASM4FE1-7680,Warehouse,0,0,0,1191.00
Z2SASM4PB1-3684,Warehouse,0,0,0,1142.00
Z2SASM4PB1-3974,Warehouse,0,0,0,1115.00
Z2SASM4PB1-3980,Warehouse,0,0,0,1142.00
Z2SASM4PB1-5474,Warehouse,0,0,0,1629.00
Z2SASM4PB1-6080,West LA,0,0,0,1642.00
Z2SASM4PB1-6080,La Brea,0,0,0,1642.00
Z2SASM4PB1-6080,Studio City,0,0,0,1642.00
Z2SASM4PB1-6080,Warehouse,0,0,0,1642.00
Z2SASM4PB1-7284,Warehouse,0,0,0,1898.00
Z2SASM4PB1-7680,Koreatown,0,0,0,1898.00
Z2SASM4PB1-7680,Warehouse,0,0,0,1898.00
Z6SBBXX1S4-3080,Warehouse,0,0,0,50.00
Z6SBBXX1S4-3684,Koreatown,0,0,0,70.00
Z6SBBXX1S4-3684,Warehouse,0,0,0,70.00
Z6SBBXX1S4-3974,West LA,0,0,0,68.00
Z6SBBXX1S4-3974,Warehouse,4,2,0,68.00
Z6SBBXX1S4-3980,Warehouse,4,2,0,70.00
Z6SBBXX1S4-5475,Warehouse,2,1,0,78.00
Z6SBBXX1S4-5480,Warehouse,0,0,0,85.00
Z6SBBXX1S4-6080,West LA,1,1,0,85.00
Z6SBBXX1S4-6080,La Brea,0,0,0,85.00
Z6SBBXX1S4-6080,Warehouse,5,0,0,85.00
Z6SBBXX1S9-3080,Warehouse,0,0,0,70.00
Z6SBBXX1S9-3684,Warehouse,2,0,0,70.00
Z6SBBXX1S9-3974,Koreatown,1,1,0,68.00
Z6SBBXX1S9-3974,West LA,1,1,0,68.00
Z6SBBXX1S9-3974,La Brea,0,0,0,68.00
Z6SBBXX1S9-3974,Warehouse,1,0,0,68.00
Z6SBBXX1S9-3980,Koreatown,0,0,0,70.00
Z6SBBXX1S9-3980,La Brea,0,0,0,70.00
Z6SBBXX1S9-3980,Warehouse,4,2,0,70.00
Z6SBBXX1S9-5474,Koreatown,0,0,0,78.00
Z6SBBXX1S9-5474,Studio City,0,0,0,78.00
Z6SBBXX1S9-5474,Warehouse,3,0,0,78.00
Z6SBBXX1S9-5480,Warehouse,0,0,0,85.00
Z6SBBXX1S9-6080,Koreatown,0,0,0,85.00
Z6SBBXX1S9-6080,West LA,1,0,0,85.00
Z6SBBXX1S9-6080,La Brea,0,0,0,85.00
Z6SBBXX1S9-6080,Warehouse,4,2,0,85.00
48600Q,Warehouse,0,0,0,110.00
CLOUDGELPT,West LA,0,0,0,550.00
CLOUDGELPT,Warehouse,0,0,0,550.00
ELE-MED-QN,Warehouse,0,0,0,500.00
MONETXFM-EK,Warehouse,0,0,0,750.00
SB-UNIV05-09-5000,Warehouse,0,0,0,94.00
SM-ASPENFM-3300,West LA,0,0,0,130.00
SM-ASPENFM-3300,La Brea,0,0,0,130.00
SM-ASPENFM-3300,Warehouse,0,0,0,130.00
SM-ASPENFM-33XL,Warehouse,0,0,0,140.50
SM-ASPENFM-4600,Warehouse,0,0,0,170.00
SM-ASPENFM-5000,Koreatown,0,0,0,198.00
SM-ASPENFM-5000,Warehouse,0,0,0,198.00
SM-DOGWDFM-3300,Koreatown,0,0,0,145.00
SM-DOGWDFM-3300,West LA,1,1,0,145.00
SM-DOGWDFM-3300,Warehouse,0,0,0,145.00
SM-DOGWDFM-4600,Koreatown,0,0,0,178.00
SM-DOGWDFM-4600,Warehouse,0,0,0,178.00
SM-DOGWDFM-5000,Warehouse,0,0,0,200.00
SM-DOGWDPT-3300,Koreatown,0,0,0,145.00
SM-DOGWDPT-3300,West LA,1,1,0,145.00
SM-DOGWDPT-3300,La Brea,0,0,0,145.00
SM-DOGWDPT-3300,Warehouse,0,0,0,145.00
SM-DOGWDPT-33XL,Warehouse,1,1,0,152.00
SM-DOGWDPT-4600,Warehouse,0,0,0,178.00
SM-DOGWDPT-5000,Warehouse,0,0,0,200.00
SM-ERINFET-5000,Warehouse,0,0,0,254.00
SM-FOXTAILFM-3300,West LA,0,0,0,119.00
SM-FOXTAILFM-3300,Warehouse,0,0,0,119.00
SM-FRANCESCAFM-5000,Warehouse,0,0,0,433.00
SM-HUGHESFM-5000,West LA,0,0,0,297.00
SM-HUGHESFM-5000,Warehouse,0,0,0,297.00
SM-HUGHESFM-6600,Warehouse,0,0,0,390.60
SM-HUGHESFM-6700,Warehouse,0,0,0,361.00
SM-HUGHESPT-33XL,Warehouse,0,0,0,249.90
SM-HUGHESPT-5000,Koreatown,0,0,0,283.50
SM-HUGHESPT-5000,West LA,0,0,0,283.50
SM-HUGHESPT-5000,Studio City,0,0,0,283.50
SM-HUGHESPT-5000,Warehouse,0,0,0,283.50
SM-HUGHESPT-6600,Warehouse,0,0,0,407.00
SM-ISABELPL-4600,Warehouse,0,0,0,323.00
SM-ISABELPL-5000,Warehouse,0,0,0,390.00
SM-ISABELPT-5000,Warehouse,0,0,0,390.00
SM-ISABELPT-6600,Warehouse,0,0,0,510.00
SM-JOSIEPT-5000,Warehouse,0,0,0,490.00
SM-KATRINAXF-5000,Warehouse,0,0,0,575.00
SM-KATRINAXF-6600,Warehouse,0,0,0,719.00
SM-KATRINAXF-6700,Koreatown,1,1,0,719.00
SM-KATRINAXF-6700,Warehouse,0,0,0,719.00
SM-OLIVEFM-3300,Koreatown,0,0,0,92.00
SM-OLIVEFM-3300,West LA,0,0,0,92.00
SM-OLIVEFM-3300,Warehouse,0,0,0,92.00
SM-OLIVEFM-33XL,Warehouse,0,0,0,98.00
SM-OLIVEFM-4600,Warehouse,0,0,0,126.00
SM-OLIVEFM-5000,Warehouse,0,0,0,149.00
SM-PALOVERD-3300,Koreatown,0,0,0,64.50
SM-PALOVERD-3300,West LA,0,0,0,64.50
SM-PALOVERD-3300,Warehouse,0,0,0,64.50
SM-PALOVERD-5000,Warehouse,0,0,0,100.00
SM-RAINERFM-6600,Warehouse,0,0,0,982.00
SM-SLOANPT-3300,Warehouse,0,0,0,283.00
SM-SLOANPT-5000,Koreatown,0,0,0,364.00
SM-SLOANPT-5000,West LA,0,0,0,364.00
SM-SLOANPT-5000,La Brea,0,0,0,364.00
SM-SLOANPT-5000,Warehouse,0,0,0,364.00
SM-VANGOGHPT-5000,Koreatown,1,1,0,396.00
SM-VANGOGHPT-5000,West LA,0,0,0,396.00
SM-VANGOGHPT-5000,Warehouse,1,0,0,396.00
151131P4,Koreatown,1,1,0,51.60
151131P4,West LA,5,2,0,51.60
151131P4,La Brea,2,1,0,51.60
151131P4,Studio City,3,1,0,51.60
151131P4,Warehouse,3,0,0,51.60
151141P5,Koreatown,1,1,0,71.60
151141P5,West LA,1,1,0,71.60
151141P5,La Brea,2,1,0,71.60
151141P5,Studio City,0,0,0,71.60
151141P5,Warehouse,1,1,0,71.60
151141P6,West LA,0,0,0,87.60
151141P6,Warehouse,4,0,0,87.60
53001331-PROMO,Warehouse,0,0,0,717.00
53001340,Warehouse,0,0,0,827.00
53001351,Koreatown,0,0,0,827.00
53001351,Studio City,0,0,0,827.00
53001351,Warehouse,0,0,0,827.00
53001351-PROMO,Warehouse,0,0,0,752.00
53001361,Warehouse,0,0,0,1037.00
53001362-PROMO,Warehouse,0,0,0,962.00
53007731,Warehouse,0,0,0,1254.00
53007731-PROMO,Warehouse,0,0,0,1190.00
53007732-PROMO,Warehouse,0,0,0,1190.00
53007751,Koreatown,0,0,0,1289.00
53007751,West LA,1,1,0,1289.00
53007751,Warehouse,0,0,0,1289.00
53007751-PROMO,Warehouse,0,0,0,1225.00
53007761,Warehouse,0,0,0,1499.00
53007761-PROMO,Warehouse,0,0,0,1435.00
53007762,Warehouse,0,0,0,1499.00
53007762-PROMO,Warehouse,0,0,0,1435.00
53008151,Warehouse,0,0,0,1839.00
53008161-PROMO,Warehouse,0,0,0,1954.00
53008162,Warehouse,0,0,0,2049.00
53008162-PROMO,Warehouse,0,0,0,1954.00
53008451,Studio City,1,1,0,1504.00
53008451,Warehouse,0,0,0,1504.00
53008451-PROMO,Warehouse,0,0,0,1354.00
53008461,Warehouse,0,0,0,1714.00
53008461-PROMO,Warehouse,1,0,0,1564.00
53008462,Warehouse,0,0,0,1714.00
53008462-PROMO,Warehouse,0,0,0,1564.00
53008851,Warehouse,0,0,0,1055.00
53008862-PROMO,Warehouse,0,0,0,1190.00
53008931,Warehouse,0,0,0,1020.00
53008931-PROMO,Warehouse,0,0,0,945.00
53008940,Warehouse,0,0,0,1055.00
53008940-PROMO,Warehouse,0,0,0,980.00
53008951,Koreatown,0,0,0,1055.00
53008951,West LA,0,0,0,1055.00
53008951,La Brea,0,0,0,1055.00
53008951,Studio City,0,0,0,1055.00
53008951,Warehouse,0,0,0,1055.00
53008951-PROMO,Studio City,0,0,0,980.00
53008951-PROMO,Warehouse,0,0,0,980.00
53008961,Warehouse,0,0,0,1265.00
53008961-PROMO,Warehouse,0,0,0,1190.00
53008962,Warehouse,0,0,0,1265.00
53008962-PROMO,Warehouse,0,0,0,1190.00
53009031,Warehouse,0,0,0,1340.00
53009031-PROMO,Warehouse,0,0,0,1190.00
53009051,Koreatown,0,0,0,1375.00
53009051,West LA,1,1,0,1375.00
53009051,La Brea,0,0,0,1375.00
53009051,Studio City,0,0,0,1375.00
53009051,Warehouse,2,2,0,1375.00
53009051-PROMO,Warehouse,1,0,0,1225.00
53009061,Warehouse,0,0,0,1585.00
53009061-PROMO,Warehouse,0,0,0,1435.00
53009062,Warehouse,0,0,0,1585.00
53009062-PROMO,Warehouse,0,0,0,1435.00
53009131,Warehouse,0,0,0,1108.00
53009132,Warehouse,0,0,0,1108.00
53009140,Warehouse,0,0,0,1143.00
53009151,West LA,0,0,0,1143.00
53009151,Studio City,0,0,0,1143.00
53009151,Warehouse,0,0,0,1143.00
53009151-PROMO,Warehouse,0,0,0,1068.00
53009161-PROMO,Warehouse,0,0,0,1278.00
53009162-PROMO,Warehouse,0,0,0,1278.00
53009531,Warehouse,0,0,0,1108.00
53009531-PROMO,Warehouse,2,0,0,1033.00
53009532,Warehouse,0,0,0,1108.00
53009540-PROMO,Warehouse,0,0,0,1068.00
53009551,West LA,1,1,0,1143.00
53009551,La Brea,0,0,0,1143.00
53009551,Warehouse,0,0,0,1143.00
53009551-PROMO,West LA,0,0,0,1068.00
53009551-PROMO,Warehouse,0,0,0,1068.00
53009561,Warehouse,0,0,0,1353.00
53009561-PROMO,Warehouse,0,0,0,1278.00
53009562,Warehouse,0,0,0,1353.00
53009562-PROMO,Warehouse,0,0,0,1278.00
53009962-PROMO,Warehouse,0,0,0,2634.00
53010051,Warehouse,0,0,0,2199.00
53010051-PROMO,Warehouse,0,0,0,2024.00
53010062-PROMO,Warehouse,0,0,0,2234.00
53019230,Koreatown,0,0,0,885.00
53019230,Warehouse,0,0,0,885.00
53019231,Warehouse,0,0,0,885.00
53019240-PROMO,Warehouse,0,0,0,845.00
53019251,Koreatown,0,0,0,920.00
53019251,Studio City,0,0,0,920.00
53019251,Warehouse,0,0,0,920.00
53019251-PROMO,Warehouse,0,0,0,845.00
53019261,Warehouse,0,0,0,1130.00
53019261-PROMO,Warehouse,0,0,0,1055.00
53019262,Warehouse,0,0,0,1130.00
53019262-PROMO,Warehouse,0,0,0,1055.00
53019331-PROMO,Warehouse,0,0,0,1412.00
53019351,Studio City,0,0,0,1597.00
53019351,Warehouse,0,0,0,1597.00
53019351-PROMO,Warehouse,0,0,0,1447.00
53019361,Warehouse,0,0,0,1807.00
53019361-PROMO,Warehouse,0,0,0,1657.00
53019362,West LA,1,1,0,1807.00
53019362,Warehouse,0,0,0,1807.00
53019362-PROMO,Warehouse,0,0,0,1657.00
53019431,Warehouse,0,0,0,1469.00
53019451,West LA,0,0,0,1504.00
53019451,Studio City,0,0,0,1504.00
53019451,Warehouse,1,1,0,1504.00
53019451-PROMO,West LA,1,1,0,1354.00
53019451-PROMO,Warehouse,0,0,0,1354.00
53019461,Warehouse,0,0,0,1714.00
53019461-PROMO,Warehouse,0,0,0,1564.00
53019462,Warehouse,1,0,0,1714.00
53019462-PROMO,Warehouse,0,0,0,1564.00
53019951,Warehouse,1,0,0,2199.00
53019961-PROMO,Warehouse,0,0,0,2234.00
53019962,Warehouse,0,0,0,2409.00
53019962-PROMO,Warehouse,0,0,0,2234.00
53051331,Warehouse,0,0,0,1020.00
53051331-PROMO,Warehouse,0,0,0,945.00
53051340,Warehouse,0,0,0,1055.00
53051340-PROMO,Warehouse,0,0,0,980.00
53051351,Koreatown,0,0,0,1055.00
53051351,West LA,0,0,0,1055.00
53051351,La Brea,0,0,0,1055.00
53051351,Studio City,0,0,0,1055.00
53051351,Warehouse,0,0,0,1055.00
53051351-PROMO,West LA,1,1,0,980.00
53051351-PROMO,La Brea,0,0,0,980.00
53051351-PROMO,Warehouse,0,0,0,980.00
53051361,Koreatown,0,0,0,1265.00
53051361,Warehouse,0,0,0,1265.00
53051361-PROMO,Warehouse,0,0,0,1190.00
53051362,Warehouse,0,0,0,1265.00
53051362-PROMO,Warehouse,0,0,0,1190.00
53167631-PROMO,Warehouse,0,0,0,810.00
53167640,Warehouse,0,0,0,920.00
53167640-PROMO,Warehouse,0,0,0,845.00
53167651,Warehouse,0,0,0,920.00
53167651-PROMO,Warehouse,0,0,0,845.00
53167661,Warehouse,0,0,0,1130.00
53167661-PROMO,Warehouse,0,0,0,1055.00
53167662-PROMO,Warehouse,0,0,0,1055.00
53167751,Warehouse,0,0,0,1679.00
53167751-PROMO,Warehouse,0,0,0,1529.00
53167762,Warehouse,0,0,0,1889.00
53167762-PROMO,Warehouse,0,0,0,1739.00
63048931,Warehouse,2,0,0,130.00
63048932,Warehouse,0,0,0,130.00
63048940,Warehouse,0,0,0,165.00
63048951,Koreatown,0,0,0,165.00
63048951,West LA,2,2,0,165.00
63048951,La Brea,0,0,0,165.00
63048951,Studio City,1,1,0,165.00
63048951,Warehouse,6,1,0,165.00
63049031,Warehouse,0,0,0,130.00
63049032,Warehouse,0,0,0,130.00
63049040,Warehouse,0,0,0,165.00
63049051,Warehouse,0,0,0,165.00
ES2-EPT-CK,Warehouse,0,0,0,1275.00
ES2-EPT-F,Warehouse,0,0,0,982.00
ES2-EPT-K,Warehouse,0,0,0,1275.00
ES2-EPT-Q,Koreatown,0,0,0,1005.00
ES2-EPT-Q,West LA,1,1,0,1005.00
ES2-EPT-Q,La Brea,0,0,0,1005.00
ES2-EPT-Q,Studio City,0,0,0,1005.00
ES2-EPT-Q,Warehouse,1,1,0,1005.00
ES2-EPT-SCK,Warehouse,0,0,0,960.00
ES2-EPT-TXL,Warehouse,0,0,0,960.00
ES4-EPS-K,Warehouse,0,0,0,1358.00
ES4-EPS-Q,Warehouse,0,0,0,1100.00
ES4-EPT-CK,Warehouse,0,0,0,1358.00
ES4-EPT-F,Warehouse,0,0,0,1078.00
ES4-EPT-K,Warehouse,0,0,0,1358.00
ES4-EPT-Q,Koreatown,0,0,0,1100.00
ES4-EPT-Q,West LA,0,0,0,1100.00
ES4-EPT-Q,La Brea,0,0,0,1100.00
ES4-EPT-Q,Warehouse,0,0,0,1100.00
ES4-EPT-SCK,Warehouse,0,0,0,1057.00
ES4-EPT-TXL,Studio City,0,0,0,1057.00
ES4-EPT-TXL,Warehouse,0,0,0,1057.00
ES4-TT-CK,Warehouse,0,0,0,1272.00
ES4-TT-F,Warehouse,0,0,0,992.00
ES4-TT-K,Warehouse,0,0,0,1272.00
ES4-TT-Q,Koreatown,0,0,0,1014.00
ES4-TT-Q,West LA,0,0,0,1014.00
ES4-TT-Q,La Brea,0,0,0,1014.00
ES4-TT-Q,Warehouse,0,0,0,1014.00
ES4-TT-SCK,Warehouse,0,0,0,971.00
ES4-TT-TXL,Studio City,0,0,0,971.00
