SKU,CATEGORY,SUBCATEGORY,SOURCE,STORIS_CATG,BRAND,DESCRIPTION
RE2-TT-K,Mattresses,Innerspring,storefront: Stearns & Foster Estate/Lux Estate/Reserve/Studio = Innerspring Mattress,MATT,STEARNS&FOSTER,E KING HEPBURN LUXURY FIRM
RE2-TT-Q,Mattresses,Innerspring,storefront: Stearns & Foster Estate/Lux Estate/Reserve/Studio = Innerspring Mattress,MATT,STEARNS&FOSTER,QUEEN HEPBURN LUXURY FIRM
RE2-TT-SCK,Mattresses,Innerspring,storefront: Stearns & Foster Estate/Lux Estate/Reserve/Studio = Innerspring Mattress,MATT,STEARNS&FOSTER,SPLIT CK HEPBURN LUXURY FIRM
RE2-TT-TXL,Mattresses,Innerspring,storefront: Stearns & Foster Estate/Lux Estate/Reserve/Studio = Innerspring Mattress,MATT,STEARNS&FOSTER,TWINXL HEPBURN LUXURY FIRM
S&FBOX-LP-F,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,STEARNS&FOSTER,"FULL LP STEARNS&FOSTER FND 5"""
S&FBOX-LP-Q,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,STEARNS&FOSTER,"QUEEN LP STEARNS&FOSTER FND 5"""
S&FBOX-LP-SCK,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,STEARNS&FOSTER,"SPLIT CK LP STEARNS&FOS FND 5"""
S&FBOX-LP-SPLQ,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,STEARNS&FOSTER,"SPLIT QU LP STEARNS&FOS FND 5"""
S&FBOX-LP-TXL,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,STEARNS&FOSTER,"TWINXL LP STEARNS&FOSTE FND 5"""
S&FBOX-STD-F,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,STEARNS&FOSTER,"FULL STEARNS&FOSTER FND 9"""
S&FBOX-STD-Q,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,STEARNS&FOSTER,"QUEEN STEARNS&FOSTER FND 9"""
S&FBOX-STD-SCK,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,STEARNS&FOSTER,"SPLIT CK STEARNS&FOSTER FND 9"""
S&FBOX-STD-SPLQ,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,STEARNS&FOSTER,"SPLIT QU STEARNS&FOSTER FND 9"""
S&FBOX-STD-TXL,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,STEARNS&FOSTER,"TWINXL STEARNS&FOSTER FND 9"""
851243003569,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,LUNA PLUS STEAM CLEAN MOP
AA-BATTERIES,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,AA BATTERY 6 PACK
AAA-BATTERIES,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,AAA BATTERY 6 PACK
AFRAME-MATTRESSSIGN,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,A-FRAME MATTRESS SALE SIGN
AIRFRESHENER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,AIR FRESHENER 2 PACK
AIRWICKREFILLS,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,REFILL FOR AIRWICK PLUG-INS
ALLPURPOSECLEANER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,ALL-PURPOSE CLEANER
BALLOONSBLUE,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,"BLUE BALLOONS 11"" PACK OF 100"
BALLOONSRED,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,"RED BALLOONS 11"" PACK OF 100"
BALLOONSWHITE,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,"RED BALLOONS 11"" PACK OF 100"
BLACKTONER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office consumables,SUPPLY,SUPPLIES,BLACK TONER FOR PRINTER
BUSINESS-CARDS,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,BOX OF BUSINESS CARDS
CABINET-5,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,5 DRAWER BLACK CABINET
CREDITCARDPAPER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,CREDIT CARD PAPER 4 PACK
CUSTOMERCHAIR,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,DESK CHAIR FOR CUSTOMER
CYANTONER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office consumables,SUPPLY,SUPPLIES,CYAN TONER FOR PRINTER
DESK,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,OFFICE DESK
DESKTOP-COMPUTER,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,EMPLOYEE COMPUTER
EKB,Store Supplies & Equipment,Delivery Supplies,description: delivery consumables,SUPPLY,SUPPLIES,E KING MATTRESS BAG
EMPLOYEECHAIR,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,GREY DESK CHAIR
ENVELOPES,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,BUSINESS ENVELOPES BOX 100
EXTENSIONCORD,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,EXTENSION CORD
FACIALTISSUE,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,KLENEX/ FACIAL TISSUE 2 PACK
FRIDGE,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,MINI FRIDGE
GLASSCLEANER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,GLASSCLEANER
GRID,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,GRIDWALL BLACK PANELS
HANDSOAP,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,HANDSOAP 2 PACK
HAWK-T-F,Mattresses,,inferred: placeholder / prototype / unknown maker,MATT,SUPPLIES,TWIN HAWK FIRM
HELIUMTANK,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,HELIUM TANK FOR BALLOONS
HIGHLIGHTER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,HIGHLIGHTER MARKER
INSPECTION,Services & Fees,Fees,code: CATG RF,RF,SUPPLIES,MATTRESS INSPECTION
IRW-MATTRESSSALEKIT,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,MATTRESS SALE BANNER
LAMATTFOLDER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,LA MATTRESS INVOICE FOLDERS
LINTREMOVER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,LINT REMOVER ROLL 5 PACK
MAGENTATONER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office consumables,SUPPLY,SUPPLIES,MAGENTA TONER FOR PRINTER
MICROWAVE,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,MICROWAVE
OPENSIGN,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,OPEN LIGHT UP SIGN
PACKAGETAPE,Store Supplies & Equipment,Delivery Supplies,description: delivery consumables,SUPPLY,SUPPLIES,PACKAGING TAPE 6-8PACK
PAPER-SHREDDER,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,PAPER SHREDDER
PAPERTOWELS,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,PAPERTOWEL 2 PACK
PENSPACK,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,"PEN BLACK, BLUE, AND RED"
PERMANENTMARKER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,LARGE MARKER PERMANENT
PERMANENTPEN,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,PEN BLACK PERMANENT
PHONEINBOX,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,BRAND NEW PHONE IN BOX
POST-ITS,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,POST-ITS 6 PACK
PRINTER,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,BROTHER MFC-9340CDW
PRINTPAPER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,PRINTPAPER BY REAM(500 SHEET)
QB,Store Supplies & Equipment,Delivery Supplies,description: delivery consumables,SUPPLY,SUPPLIES,QUEEN MATTRESS BAG
RUBBERBANDS,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,RUBBER BANDS BUNCH
SCOTCHTAPE,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,SCOTCH TAPE REFILLS
STAINREMOVER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,WOOLITE STAIN REMOVER
STAMPS,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,STAMPS BOOK OF 10
STAPLER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office consumables,SUPPLY,SUPPLIES,DESK STAPLER
STAPLES,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,STAPLES REFILLS BOX OF 5000
TAPEMEASURE,Store Supplies & Equipment,Delivery Supplies,description: delivery consumables,SUPPLY,SUPPLIES,TAPE MEASURE
TOILETPAPER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,6-PACK TOILET PAPER
TRASHBAG10GAL,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,SHORT 10 GALLON BAGS 125 ROLL
TRASHBAG13GAL,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,TRASH BAG TALL 13 GAL 12 BAGS
TRASHBAG30GAL,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,LONG 30 GALLON BAGS 10 BAGS
WATERCOOLER,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,WATER DISPENSER
WHITEOUT,Store Supplies & Equipment,Office & Cleaning Supplies,description: office / cleaning consumables,SUPPLY,SUPPLIES,WHITE OUT TAPE
XFB,Store Supplies & Equipment,Showroom & Signage,description: showroom / signage,SUPPLY,SUPPLIES,FOOTBOARD
YELLOWTONER,Store Supplies & Equipment,Office & Cleaning Supplies,description: office consumables,SUPPLY,SUPPLIES,YELLOW TONER FOR PRINTER
iPhone,Store Supplies & Equipment,Equipment & Fixtures,description: equipment / fixtures,SUPPLY,SUPPLIES,iphone
10203261,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,EKING ACTIVEBREEZE 2.0 MED HYB
10203261-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,EKING ACTIVEBREEZE 2.0 MED HYB
10238232-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK LUXE BREEZE 2.0 M HYB
10238251,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN LUXE BREEZE 2.0 MED HYB
10238251-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN LUXE BREEZE 2.0 MED HYB
10238261,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING LUXE BREEZE 2.0 MED HYB
10238261-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING LUXE BREEZE 2.0 MED HYB
10238262-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING LUXE BREEZE 2.0 MED HYB
10241231-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL PROBREEZE 2.0 MEDIUM
10241251,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN PROBREEZE 2.0 MEDIUM
10241261,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING PROBREEZE 2.0 MEDIUM
10241262-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING PROBREEZE 2.0 MEDIUM
10242262,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING PROBREEZE 2.0 MED HYB
10242262-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING PROBREEZE 2.0 MED HYB
10243251,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXE BREEZE 2.0 SOFT
10243261-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXE BREEZE 2.0 SOFT
10243262,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING LUXE BREEZE 2.0 SOFT
10243262-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING LUXE BREEZE 2.0 SOFT
10244251,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXE BREEZE 2.0 FIRM
10244251-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXE BREEZE 2.0 FIRM
10244261,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXE BREEZE 2.0 FIRM
10244261-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXE BREEZE 2.0 FIRM
10244262,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING LUXE BREEZE 2.0 FIRM
10244262-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING LUXE BREEZE 2.0 FIRM
10728231,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL LUXEADAPT 2.0 MED. HYBR
10728231-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL LUXEADAPT 2.0 MED. HYBR
10728232,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK LUXEADAPT 2.0 MED HYB
10728232-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK LUXEADAPT 2.0 MED HYB
10728251,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN LUXEADAPT 2.0 MED. HYBR.
10728251-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN LUXEADAPT 2.0 MED. HYBR.
10728261,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING LUXEADAPT 2.0 MED. HYBR
10728261-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING LUXEADAPT 2.0 MED. HYBR
10728262,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING LUXEADAPT 2.0 MED. HYBR
10728262-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING LUXEADAPT 2.0 MED. HYBR
10745130,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN  ADAPT 2.0 MEDIUM
10745130-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN  ADAPT 2.0 MEDIUM
10745131,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL  ADAPT 2.0 MEDIUM
10745131-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL  ADAPT 2.0 MEDIUM
10745132,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK  ADAPT 2.0 MEDIUM
10745132-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK  ADAPT 2.0 MEDIUM
10745140,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL  ADAPT 2.0 MEDIUM
10745140-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL  ADAPT 2.0 MEDIUM
10745151,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN  ADAPT 2.0 MEDIUM
10745151-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN  ADAPT 2.0 MEDIUM
10745161,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING  ADAPT 2.0 MEDIUM
10745161-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING  ADAPT 2.0 MEDIUM
10745162,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING ADAPT 2.0 MEDIUM
10745162-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING  ADAPT 2.0 MEDIUM
10746130,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWIN ADAPT 2.0 MEDIUM HYBRID
10746130-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWIN ADAPT 2.0 MEDIUM HYBRID
10746131,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL ADAPT 2.0 MED. HYBRID
10746131-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL ADAPT 2.0 MED. HYBRID
10746132-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK ADAPT 2.0 MED HYBRID
10746140,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,FULL  ADAPT 2.0 MEDIUM HYBRID
10746140-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,FULL  ADAPT 2.0 MEDIUM HYBRID
10746151,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN  ADAPT 2.0 MED. HYBRID
10746151-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN ADAPT 2.0 MEDIUM HYBRID
10746161,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING ADAPT 2.0 MED. HYBRID
10746161-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING ADAPT 2.0 MED. HYBRID
10746162,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING ADAPT 2.0 MEDIUM HYBRID
10746162-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING ADAPT 2.0 MEDIUM HYBRID
10747130,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN PROADAPT 2.0 FIRM
10747130-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN PROADAPT 2.0 FIRM
10747131,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 FIRM
10747131-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 FIRM
10747140,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL PROADAPT 2.0 FIRM
10747140-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,FULL PROADAPT 2.0 FIRM
10747151,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 FIRM
10747151-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 FIRM
10747161,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING PROADAPT 2.0 FIRM
10747161-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING PROADAPT 2.0 FIRM
10747162,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 FIRM
10747162-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 FIRM
10748131,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 MEDIUM
10748131-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 MEDIUM
10748132,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,SPLIT CK PROADAPT 2.0 MEDIUM
10748151,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 MEDIUM
10748151-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 MEDIUM
10748161,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING PROADAPT 2.0 MEDIUM
10748161-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING PROADAPT 2.0 MEDIUM
10748162,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 MEDIUM
10748162-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 MEDIUM
10749130-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWIN PROADAPT 2.0 SOFT
10749131,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 SOFT
10749151,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 SOFT
10749162-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 SOFT
10752130,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWIN PROADAPT 2.0 MED. HYBRID
10752131,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 MED. HYBR.
10752131-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,TWINXL PROADAPT 2.0 MED. HYBR.
10752132,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK PROADAPT 2.0 MED HYBR
10752132-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,SPLIT CK PROADAPT 2.0 MED HYBR
10752140,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,FULL PROADAPT 2.0 MED. HYBRID
10752140-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,FULL PROADAPT 2.0 MED. HYBRID
10752151,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 MED. HYBR.
10752151-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,QUEEN PROADAPT 2.0 MED. HYBR.
10752161,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING PROADAPT 2.0 MED. HYBR.
10752161-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,E KING PROADAPT 2.0 MED. HYBR.
10752162,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 MED. HYBR.
10752162-PROMO,Mattresses,Hybrid,description: HYB,MATT,TEMPURPEDIC,CAKING PROADAPT 2.0 MED. HYBR.
10753151,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXEADAPT 2.0 SOFT
10753151-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXEADAPT 2.0 SOFT
10753161,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXEADAPT 2.0 SOFT
10753161-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXEADAPT 2.0 SOFT
10753162-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING LUXEADAPT 2.0 SOFT
10754151,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXEADAPT 2.0 FIRM
10754151-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,QUEEN LUXEADAPT 2.0 FIRM
10754161,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXEADAPT 2.0 FIRM
10754161-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,E KING LUXEADAPT 2.0 FIRM
10754162-PROMO,Mattresses,Memory Foam,"maker: TEMPUR material, no coils",MATT,TEMPURPEDIC,CAKING LUXEADAPT 2.0 FIRM
15374250,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,QUEEN ADAPT PROLO 2.0 PILLOW
15374270,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,KING ADAPT PROLO 2.0 PILLOW
15376250,Pillows,Memory Foam Pillows,"maker: memory-foam pillows (TEMPUR, Rize, Malouf Z, Ameri, bamboo shredded foam)",PILLOW,TEMPURPEDIC,QUEEN ADAPT PROHI 2.0 PILLOW
